2026-01-29 14:18:38 | core.exchange.huobi_executor | INFO     | toggle_live:133 | Live trading DISABLED
2026-01-29 17:04:06 | core.exchange.huobi_executor | INFO     | toggle_live:133 | Live trading DISABLED
2026-01-29 17:04:06 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:04:31 | core.exchange.huobi_executor | INFO     | toggle_live:133 | Live trading DISABLED
2026-01-29 17:04:31 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:05:54 | core.exchange.huobi_executor | INFO     | toggle_live:133 | Live trading DISABLED
2026-01-29 17:05:54 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:06:00 | core.exchange.huobi_executor | INFO     | toggle_live:133 | Live trading DISABLED
2026-01-29 17:06:00 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:23:30 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:23:30 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:25:02 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:25:02 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:25:15 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:25:15 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:27:48 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:27:48 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:27:53 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:27:53 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:30:12 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:30:12 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:37:04 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:37:04 | __main__ | WARNING  | _render_live_page:125 | Kline fetch failed: name 'get_kline_fetcher' is not defined. Using simulation.
2026-01-29 17:38:04 | core.exchange.realtime_engine | INFO     | connect:35 | ✅ WebSocket connected to Huobi public feed
2026-01-29 17:38:04 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:38:04 | core.exchange.realtime_engine | ERROR    | _on_error:83 | WebSocket error: [Errno 11001] getaddrinfo failed
2026-01-29 17:38:04 | core.exchange.realtime_engine | WARNING  | _on_close:87 | WebSocket closed
2026-01-29 17:38:04 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:38:04 | web.dashboard | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:38:42 | core.exchange.realtime_engine | INFO     | connect:35 | ✅ WebSocket connected to Huobi public feed
2026-01-29 17:38:42 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:38:42 | core.exchange.realtime_engine | ERROR    | _on_error:83 | WebSocket error: [Errno 11001] getaddrinfo failed
2026-01-29 17:38:42 | core.exchange.realtime_engine | WARNING  | _on_close:87 | WebSocket closed
2026-01-29 17:38:42 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:38:42 | __main__ | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:38:47 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:38:50 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:38:50 | __main__ | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:38:52 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:38:57 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:02 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:04 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:39:04 | __main__ | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:39:07 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:12 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:17 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:22 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:27 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:32 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:37 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:42 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:47 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:52 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:39:57 | core.exchange.realtime_engine | WARNING  | poll_loop:125 | DB poll error: 'DBManager' object has no attribute '_get_connection'
2026-01-29 17:40:45 | core.database.db_manager | INFO     | init_db:78 | ✅ Database initialized at data/pafar_trades.db
2026-01-29 17:40:45 | core.exchange.realtime_engine | INFO     | connect:35 | ✅ WebSocket connected to Huobi public feed
2026-01-29 17:40:45 | core.database.db_manager | INFO     | init_db:78 | ✅ Database initialized at data/pafar_trades.db
2026-01-29 17:40:46 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:40:46 | __main__ | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:41:05 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:41:05 | __main__ | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:41:07 | core.exchange.realtime_engine | ERROR    | _on_error:83 | WebSocket error: [WinError 10060] 由于连接方在一段时间后没有正确答复或连接的主机没有反应，连接尝试失败。
2026-01-29 17:41:07 | core.exchange.realtime_engine | WARNING  | _on_close:87 | WebSocket closed
2026-01-29 17:41:11 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:41:11 | __main__ | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:41:12 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:41:12 | __main__ | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:41:39 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:41:39 | __main__ | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:43:26 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:43:26 | __main__ | WARNING  | _render_live_page:92 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 17:50:38 | core.database.db_manager | INFO     | init_db:78 | ✅ Database initialized at data/pafar_trades.db
2026-01-29 17:50:39 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:50:53 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:53:41 | core.database.db_manager | INFO     | init_db:78 | ✅ Database initialized at data/pafar_trades.db
2026-01-29 17:53:41 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:53:46 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:58:06 | core.database.db_manager | INFO     | init_db:78 | ✅ Database initialized at data/pafar_trades.db
2026-01-29 17:58:06 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:58:06 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:58:21 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:58:21 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:58:33 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:58:33 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:59:03 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:59:03 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:59:16 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:59:16 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:59:16 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:59:16 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:59:17 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:59:17 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:59:17 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:59:17 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:59:17 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:59:48 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 17:59:48 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:59:48 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 17:59:48 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:00:18 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:00:18 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:00:18 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:00:18 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:02 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:01:02 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:02 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:02 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:10 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading ENABLED
2026-01-29 18:01:10 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:10 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:10 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:11 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:01:11 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:11 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:11 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:41 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:01:41 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:42 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:01:42 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:26 | core.database.db_manager | INFO     | init_db:78 | ✅ Database initialized at data/pafar_trades.db
2026-01-29 18:03:26 | core.database.db_manager | INFO     | init_db:78 | ✅ Database initialized at data/pafar_trades.db
2026-01-29 18:03:26 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:26 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:42 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:42 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:44 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:45 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:45 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:45 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:51 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:52 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:52 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:52 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:52 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:54 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:54 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:54 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:55 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:56 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:56 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:56 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:56 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:56 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:56 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:57 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:57 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:57 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:57 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:57 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:58 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:03:58 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:58 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:03:58 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:00 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:00 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:00 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:00 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:01 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:01 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:01 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:01 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:02 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:02 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:02 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:02 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:03 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:03 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:03 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:03 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:20 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:20 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:20 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:21 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:21 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:21 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:21 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:21 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:21 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:23 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:23 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:23 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:23 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:23 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:23 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:23 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:24 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:52 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:52 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:52 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:52 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:53 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:53 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:53 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:53 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:04:57 | core.database.db_manager | INFO     | init_db:78 | ✅ Database initialized at data/pafar_trades.db
2026-01-29 18:04:57 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:04:57 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:05:45 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:05:45 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:05:45 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:05:45 | web.components.timeframe_screen | ERROR    | render:46 | Kline fetch failed for 15m: module 'ccxt' has no attribute 'huobipro'
2026-01-29 18:09:11 | core.database.db_manager | INFO     | init_db:78 | ✅ Database initialized at data/pafar_trades.db
2026-01-29 18:09:12 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:09:12 | __main__ | WARNING  | get_kline_data:137 | Kline fetch failed: module 'ccxt' has no attribute 'huobipro'. Using simulation.
2026-01-29 18:09:37 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:09:58 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:10:00 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
2026-01-29 18:10:04 | core.exchange.huobi_executor | INFO     | toggle_live:193 | Live trading DISABLED
